ELEMENT,MOL,RESIDUE_NUM,X,Y,Z
HW1,HOH,543,21.650082703808753,12.570147903844504,31.151550836220625
HW2,HOH,543,22.095767435667693,13.818481709935261,30.420175483232303
MW,HOH,543,21.690319860442518,13.0448018398446,30.419400614680317
OW,HOH,544,30.282519999999998,4.31665,30.293300000000002
HW1,HOH,544,29.676333699512195,3.72881734078466,29.842496112748872
HW2,HOH,544,29.886773159310373,5.183671899238817,30.20445872961007
MW,HOH,544,30.15426046960594,4.352389591141189,30.22421890900312
OW,HOH,545,-11.37513,5.92487,5.92487
HW1,HOH,545,-12.224522977948043,6.190487548469374,6.277295033103039
HW2,HOH,545,-11.295339264442172,5.000881981097843,6.16176533331074
MW,HOH,545,-11.473648372277003,5.840590636544878,6.0003101170511846
OW,HOH,546,-11.97821,5.32179,8.5662
HW1,HOH,546,-12.309072457222912,5.9109841126794525,9.244143762995346
HW2,HOH,546,-11.793152178095301,5.893306074037647,7.820982684468159
MW,HOH,546,-11.996874752453657,5.470374907868192,8.557588173619916
OW,HOH,547,-9.63929,4.2387,9.64929
HW1,HOH,547,-8.758097490453762,3.918726874760182,9.842532924692904
HW2,HOH,547,-9.541043073104294,5.188709978289844,9.585603295694634
MW,HOH,547,-9.513909935198631,4.319352318585036,9.665874759305405
OW,HOH,548,-7.65071,4.2387,7.66071
HW1,HOH,548,-8.1710033145583,3.812602827617471,6.979559494668356
HW2,HOH,548,-8.259605934761908,4.843359585677164,8.084812268655977
MW,HOH,548,-7.7952598475812795,4.261558143257229,7.627804724418539
OW,HOH,549,-8.7338,5.32179,5.32179
HW1,HOH,549,-9.388832499488995,5.877283798955889,4.899194684083278
HW2,HOH,549,-9.209090885333199,4.885907261871276,6.029133638566568
MW,HOH,549,-8.878495030608878,5.337101658893326,5.358241220787693
OW,HOH,550,-13.061300000000001,7.66071,9.64929
HW1,HOH,550,-13.56003923391242,6.899634219782823,9.946356829220749
HW2,HOH,550,-12.441489377877142,7.833021073514719,10.35807141937263
MW,HOH,550,-13.045801401582766,7.585341014095899,9.778050711379073
OW,HOH,551,-13.09629,9.63809,7.64989
HW1,HOH,551,-12.475354361607609,9.8753131438666,8.338654459222658
HW2,HOH,551,-12.979638105756163,8.694870204583713,7.53606826435964
MW,HOH,551,-13.001869896828982,9.547713910752039,7.723489605302494
OW,HOH,552,-12.035610000000002,8.54844,5.30462
HW1,HOH,552,-12.152332237541346,9.438252895858598,4.971687462949209
HW2,HOH,552,-11.12886508342221,8.329038923378945,5.090343611105063
MW,HOH,552,-11.934477565459714,8.634260801381004,5.234570655403255
OW,HOH,553,-9.708960000000001,9.68721,4.25266
HW1,HOH,553,-9.067066459836688,10.395724325939472,4.299842910414093
HW2,HOH,553,-10.480130215637283,10.088333848628924,3.8518873753422413
MW,HOH,553,-9.725508974183757,9.829257074129332,4.20739625051691
OW,HOH,554,-7.643280000000001,7.66856,4.2634
HW1,HOH,554,-7.9121229010216005,7.7443226740666455,5.17894491554951
HW2,HOH,554,-7.865940423653619,6.769592948423076,4.021504403889855
MW,HOH,554,-7.706198355546041,7.56317990771787,4.349635240467277
OW,HOH,555,-5.9148700000000005,11.38513,5.92487
HW1,HOH,555,-4.962617781887003,11.35168547229058,6.016161478053369
HW2,HOH,555,-6.063446890460609,11.447798024186561,4.9813515000936075
MW,HOH,555,-5.8119898617176675,11.388870960130559,5.815774659083795
OW,HOH,556,-5.31179,11.98821,8.5662
HW1,HOH,556,-5.803505983974754,11.823881511422515,9.370839166549565
HW2,HOH,556,-5.80994487756114,12.670110495606542,8.115549268885982
MW,HOH,556,-5.43850541306854,12.054465461405986,8.611514790606224
OW,HOH,557,-7.65071,13.0713,9.64929
HW1,HOH,557,-6.9741599999999995,13.287436204041919,10.291006230044363
HW2,HOH,557,-7.83963,12.145487342152736,9.802315470330209
MW,HOH,557,-7.588287476744052,12.9804528516665,9.751026526206559
OW,HOH,558,-9.63929,13.0713,7.66071
HW1,HOH,558,-9.882761193128696,13.972034341232652,7.447109222050402
HW2,HOH,558,-8.703952543033388,13.02228617472697,7.463304578779277
MW,HOH,558,-9.550722770862276,13.180330502050857,7.608096247716406
OW,HOH,559,-8.5562,11.98821,5.32179
HW1,HOH,559,-9.12899368487623,12.288389338415003,6.027499067218667
HW2,HOH,559,-8.60231442920027,11.03310532797827,5.365110773328684
MW,HOH,559,-8.635427705728189,11.904371655624189,5.417674856635088
OW,HOH,560,-4.2287,9.64929,9.64929
HW1,HOH,560,-4.610310329278099,8.797215669957106,9.8604287699363
HW2,HOH,560,-3.4059608354119075,9.671518319079155,10.137998902808006
MW,HOH,560,-4.172230186860921,9.54305969850452,9.738878945773443
OW,HOH,561,-4.193710000000001,7.6719,7.64989
HW1,HOH,561,-5.1396210462071,7.788128263681958,7.739181998996936
HW2,HOH,561,-4.073955582713875,6.724909092548276,7.5785185341034556
MW,HOH,561,-4.299468016081613,7.5655523584461735,7.652184044448083
OW,HOH,562,-5.254390000000001,8.76156,5.30462
HW1,HOH,562,-6.031365870027445,8.280744080813585,5.5898502088699935
HW2,HOH,562,-4.565434678653812,8.098655640756355,5.258532951010701
MW,HOH,562,-5.26565769219912,8.615150005375794,5.335233209726954
OW,HOH,563,-11.37513,11.38513,11.38513
HW1,HOH,563,-10.768178095895163,10.674155163525317,11.590951021529168
HW2,HOH,563,-11.264564764680188,11.530621214430997,10.44553466041914
MW,HOH,563,-11.283279149309358,11.31274127381851,11.291198034302235
OW,HOH,564,-11.97821,11.98821,8.7438
HW1,HOH,564,-12.336118375869995,12.105017923572062,9.623847368709711
HW2,HOH,564,-11.055099426369225,12.227511113602272,8.826439334942703
MW,HOH,564,-11.905857299522106,12.033796253213849,8.86703551288259
OW,HOH,565,-8.7338,11.98821,11.98821
HW1,HOH,565,-8.979775616267323,11.362817944057072,12.669830598474977
HW2,HOH,565,-9.555337686823538,12.190995150765211,11.54079361053962
MW,HOH,565,-8.87045458234363,11.934111217384942,12.018190964427651
OW,HOH,566,-12.035610000000002,8.76156,12.00537
HW1,HOH,566,-12.97679587457265,8.761937225321303,11.830991833631685
HW2,HOH,566,-11.631883458752986,8.660342515775383,11.14340396698016
MW,HOH,566,-12.10441127911254,8.748651230222652,11.872705438985552
OW,HOH,567,-9.708960000000001,7.62279,13.05734
HW1,HOH,567,-9.433414369435633,7.647381329656702,12.140984999204676
HW2,HOH,567,-9.278484782217488,8.378171281717341,13.457745073277254
MW,HOH,567,-9.618580813270066,7.7226359046254345,12.99129218434181
OW,HOH,568,-7.643280000000001,9.64144,13.0466
HW1,HOH,568,-7.736217975376378,9.689569849432248,12.095143293982028
HW2,HOH,568,-8.254291259046097,10.29803742748761,13.380931227431054
MW,HOH,568,-7.73339399515359,9.731653593980338,12.967600493121974
OW,HOH,569,-5.9148700000000005,5.92487,11.38513
HW1,HOH,569,-6.834982063005625,5.684135636630335,11.277061120554833
HW2,HOH,569,-5.71446989253314,5.704776515383881,12.294871953444385
MW,HOH,569,-6.007001813633706,5.8658784755698345,11.487753825657538
OW,HOH,570,-5.31179,5.32179,8.7438
HW1,HOH,570,-4.390466534799107,5.531367760210763,8.896991542505647
HW2,HOH,570,-5.483659641534536,4.568390737874662,9.308668343818086
MW,HOH,570,-5.2158508684103255,5.252174286548514,8.835720328841965
OW,HOH,571,-8.5562,5.32179,11.98821
HW1,HOH,571,-8.090544864968141,4.660588546396118,11.476141037095028
HW2,HOH,571,-8.440028699499976,6.133483419669322,11.49436193955463
MW,HOH,571,-8.481719196515975,5.341054787341947,11.85944048462227
OW,HOH,572,-5.254390000000001,8.54844,12.00537
HW1,HOH,572,-5.177232002976735,7.663257334359039,11.649372877899097
HW2,HOH,572,-4.668160148231275,8.554741595316598,12.76202223226505
MW,HOH,572,-5.169468351580231,8.435932619298368,12.056658688004914
OW,HOH,573,-1.58737,15.71263,15.71263
HW1,HOH,573,-1.34130398605555,14.909145913501394,15.254259989609936
HW2,HOH,573,-2.544537182970137,15.709868852985544,15.70478227343901
MW,HOH,573,-1.6783995290708926,15.609420882761585,15.652948504753269
OW,HOH,574,-0.9842900000000014,16.31571,13.0713
HW1,HOH,574,-1.2885604304916154,17.101735622712443,12.61763334510021
HW2,HOH,574,-1.7832808788988288,15.904510541385267,13.40108557438347
MW,HOH,574,-1.1255207584496758,16.363692271282176,13.055441727068676
OW,HOH,575,-4.2287,16.31571,16.31571
HW1,HOH,575,-4.399764928808808,15.654469286491844,16.986330355365734
HW2,HOH,575,-5.06084646987315,16.77834201479032,16.217066061672767
MW,HOH,575,-4.357123162776816,16.290285690350167,16.3889298822764
OW,HOH,576,-0.9268900000000002,13.08906,16.33288
HW1,HOH,576,-1.814268115519535,13.295668294120196,16.039443075776514
HW2,HOH,576,-0.36531573843114096,13.355123001592693,15.604813021949987
MW,HOH,576,-0.9685968241291845,13.149567628630432,16.20211517606441
OW,HOH,577,-7.04763,10.25237,15.71263
HW1,HOH,577,-7.998524078425124,10.343040487064092,15.650941212594226
HW2,HOH,577,-6.827616301230865,10.61113264732417,16.5723479077691
MW,HOH,577,-7.141191506667746,10.309902863612464,15.814787355627843
OW,HOH,578,-3.3232100000000013,8.5662,13.97679
HW1,HOH,578,-2.639859551442859,7.91437133697491,13.8206355638937
HW2,HOH,578,-3.3505932434650862,8.661842066607232,14.92880649275232
MW,HOH,578,-3.2392382835038873,8.495001405267228,14.078669945326405
OW,HOH,579,-4.4063,9.64929,16.31571
HW1,HOH,579,-4.469980497960554,9.365738817776075,15.403693701111152
HW2,HOH,579,-5.296900148934856,9.912110253195696,16.54806066952209
MW,HOH,579,-4.5284594361986175,9.646636190965728,16.228704599275236
OW,HOH,580,-8.768790000000001,13.9656,13.98761
HW1,HOH,580,-9.685484476817933,13.714227580844067,13.874808833520252
HW2,HOH,580,-8.311921409166747,13.538565101992578,13.262937242409494
MW,HOH,580,-8.827653261205354,13.878755678418809,13.880403233596112
OW,HOH,581,-7.708110000000001,12.87594,16.33288
HW1,HOH,581,-8.47453221460239,13.099943430162066,16.860757841966873
HW2,HOH,581,-7.7138752274134745,13.513393555822269,15.61884024976027
MW,HOH,581,-7.806959309019519,12.986216887684531,16.30904902969765
OW,HOH,582,-1.58737,10.25237,10.25237
HW1,HOH,582,-1.5435736140844136,9.316324513882202,10.057073958055389
HW2,HOH,582,-2.328462587214093,10.570654467964392,9.736890075338577
MW,HOH,582,-1.6766323266448773,10.17328913638968,10.16138210076239
OW,HOH,583,-0.9842900000000014,9.64929,12.8937
HW1,HOH,583,-0.2244804833448436,9.807730711285824,12.333509449198313
HW2,HOH,583,-0.9548101346749696,10.352352189478959,13.542591641929123
MW,HOH,583,-0.8832514363301441,9.75957276533039,12.905054809842978
OW,HOH,584,-0.9268900000000002,12.87594,9.63213
HW1,HOH,584,-1.2020780191731482,12.251225093502073,8.961127435025137
HW2,HOH,584,-1.698191015338928,12.986166317573126,10.188168924582989
MW,HOH,584,-1.0608532223077485,12.8100792533128,9.61741326699352
OW,HOH,585,-3.253540000000001,14.01471,8.58016
HW1,HOH,585,-2.4829423391154926,14.428611672601786,8.191442569780095
HW2,HOH,585,-3.1180241349030693,14.094170994530241,9.524379304216609
MW,HOH,585,-3.1375465364146855,14.077866373813476,8.651270942001688
OW,HOH,586,-7.04763,15.71263,10.25237
HW1,HOH,586,-6.957208815941036,14.928052445419453,9.71153522844608
HW2,HOH,586,-6.175956010437396,15.850312769587086,10.623115542493561
MW,HOH,586,-6.9244702100981685,15.629819662735258,10.230596526553725
OW,HOH,587,-7.65071,16.31571,12.8937
HW1,HOH,587,-8.088680828402996,16.675720043035117,12.122458970890523
HW2,HOH,587,-8.066863332967298,15.464643201339875,13.03059907588666
MW,HOH,587,-7.760048197663405,16.25284881068024,12.812496576651816
OW,HOH,588,-4.4063,16.31571,9.64929
HW1,HOH,588,-5.061,16.087694975977037,8.989277191245648
HW2,HOH,588,-3.6155100000000004,15.852560313157463,9.372924851007475
MW,HOH,588,-4.388878838074149,16.22723257810698,9.529422324008339
OW,HOH,589,-10.242370000000001,7.05763,15.71263
HW1,HOH,589,-10.396287761281414,6.466665075794766,16.449718404752932
HW2,HOH,589,-9.716004184068455,7.767635271789552,16.080145599736614
MW,HOH,589,-10.194692155419006,7.072868600712587,15.854032639621977
OW,HOH,590,-13.966790000000001,8.7438,13.97679
HW1,HOH,590,-13.218542631375955,9.217435721977552,14.340146199360895
HW2,HOH,590,-14.180945676302956,9.214884918756262,13.17152669211392
MW,HOH,590,-13.898419819566634,8.86473564006846,13.920220558499512
OW,HOH,591,-12.883700000000001,7.66071,16.31571
HW1,HOH,591,-11.971355148646131,7.3897856443582235,16.417948610261362
HW2,HOH,591,-13.016815267130863,7.702964970689838,15.36875579999417
MW,HOH,591,-12.783949211814521,7.631437559830024,16.207576213019117
OW,HOH,592,-8.52121,3.34441,13.98761
HW1,HOH,592,-7.578566901514115,3.1858021280093483,14.037623999235485
HW2,HOH,592,-8.69620875018144,3.973422063136385,14.687571691283061
MW,HOH,592,-8.422942261787968,3.4046274118932196,14.08361593684308
OW,HOH,593,-9.581890000000001,4.43406,16.33288
HW1,HOH,593,-9.37660230552146,4.076060256519812,15.469208355239212
HW2,HOH,593,-9.513120447782274,3.6855102846912082,16.925481983627208
MW,HOH,593,-9.546807365922199,4.2924083187557915,16.29817981291944
OW,HOH,594,-15.702630000000001,1.59737,15.71263
HW1,HOH,594,-15.908491926470164,2.266280994963246,15.059634238109258
HW2,HOH,594,-14.999081264645026,1.0834696203953187,15.316189088485336
MW,HOH,594,-15.638920083871394,1.6172132289689716,15.578289444350643
OW,HOH,595,-16.30571,0.99429,13.0713
HW1,HOH,595,-16.367206889610003,1.7111819131295027,12.440023527162767
HW2,HOH,595,-15.431014307295952,0.6298105580712292,12.936060969478957
MW,HOH,595,-16.201610741960405,1.039403048170158,12.973176767560592
OW,HOH,596,-13.061300000000001,0.99429,16.31571
HW1,HOH,596,-12.205430078892197,1.3276443236084023,16.046274061093353
HW2,HOH,596,-13.622227566712542,1.7693420830877622,16.34539650203833
MW,HOH,596,-13.023543820157903,1.136179392980406,16.285019179503898
OW,HOH,597,-16.36311,4.22094,16.33288
HW1,HOH,597,-16.628486279477837,3.393775621019472,15.930870973066206
HW2,HOH,597,-15.550596922634845,4.01363286399705,16.79448344265707
MW,HOH,597,-16.293069888664956,4.088515165183288,16.34050880421921
OW,HOH,598,-10.242370000000001,1.59737,10.25237
HW1,HOH,598,-9.640664239899602,1.6628520831468134,10.993913404966126
HW2,HOH,598,-10.519132409394691,0.6810598489007821,10.248074009011388
MW,HOH,598,-10.200773330668143,1.4884537420614528,10.346746563879172
OW,HOH,599,-9.63929,0.99429,12.8937
HW1,HOH,599,-9.270732894164944,1.653260378128934,13.482052089812807
HW2,HOH,599,-10.568197349998515,0.9611029716507298,13.122318447786013
MW,HOH,599,-9.71102159187862,1.074397818847912,12.998282085562186
OW,HOH,600,-12.883700000000001,0.99429,9.64929
HW1,HOH,600,-13.51253067027554,1.4742458180421034,9.110350295257113
HW2,HOH,600,-13.423939732759546,0.5008852643818966,10.266486560438832
MW,HOH,600,-13.033355116422905,0.9925683762890812,9.659307821698045
OW,HOH,601,-13.97422,3.34106,8.5909
HW1,HOH,601,-13.13405528812973,3.741358712260042,8.814770543821421
HW2,HOH,601,-13.776995804008482,2.4098885293662518,8.48962294932572
MW,HOH,601,-13.841421703696518,3.273101881948336,8.606593446213328
OW,HOH,602,-15.702630000000001,7.05763,10.25237
HW1,HOH,602,-14.88101584118855,7.3972425970470574,10.607110469452675
HW2,HOH,602,-16.177437491184698,6.731409383374771,11.016813221569498
MW,HOH,602,-15.658234562321331,7.0593443350682366,10.395639015402072
OW,HOH,603,-16.30571,7.66071,12.8937
HW1,HOH,603,-17.220092735139552,7.438664407359191,12.718096449729764
HW2,HOH,603,-16.35050245330763,8.414209649741117,13.48231396098521
MW,HOH,603,-16.42849599656989,7.728742531302038,12.946570315542123
OW,HOH,604,-16.36311,4.43406,9.63213
HW1,HOH,604,-16.29897726898546,3.611291122927055,10.117076933109942
HW2,HOH,604,-16.396394485353653,4.168915882624576,8.712993623962173
MW,HOH,604,-16.359161052371324,4.294794011040331,9.5765485128096
OW,HOH,605,-10.242370000000001,15.71263,7.05763
HW1,HOH,605,-9.799871780831339,15.081954725631963,6.48957872482023
HW2,HOH,605,-9.905101022278988,16.56413194920809,6.779363411883772
MW,HOH,605,-10.142550390906894,15.74089847865336,6.949291102673091
OW,HOH,606,-9.63929,16.31571,4.4163
HW1,HOH,606,-10.22588955741349,15.58975362156687,4.6287105464767615
HW2,HOH,606,-9.774921198877381,16.948180940994458,5.121859986740082
MW,HOH,606,-9.731744250519307,16.303742736106045,4.533811303566239
OW,HOH,607,-12.883700000000001,16.31571,7.66071
HW1,HOH,607,-13.449644970697264,15.637533325519032,7.291910734230109
HW2,HOH,607,-13.373888733562037,16.65667109854069,8.40883316624388
MW,HOH,607,-13.018897856398333,16.27254233777372,7.709268035803531
OW,HOH,608,-8.5562,13.97679,3.33321
HW1,HOH,608,-9.312956208701102,14.399453939306841,2.9271126177110283
HW2,HOH,608,-7.843665279635019,14.108007930287842,2.7076620169120753
MW,HOH,608,-8.56186088403928,14.047693561892878,3.2011469464304234
OW,HOH,609,-13.97422,13.96894,8.7191
HW1,HOH,609,-13.564536165868121,14.812098612611887,8.912655844472342
HW2,HOH,609,-13.391568777788146,13.32205210343563,9.11695129462345
MW,HOH,609,-13.847189140265549,13.99406501966027,8.794807249131393
OW,HOH,610,-15.702630000000001,10.25237,7.05763
HW1,HOH,610,-15.974779759618912,10.004699618891204,7.941270462326614
HW2,HOH,610,-16.005049010417764,11.155003828380245,6.957520096386218
MW,HOH,610,-15.776181734736905,10.336213223384737,7.157931364811434
OW,HOH,611,-16.30571,9.64929,4.4163
HW1,HOH,611,-16.534798904992392,9.76088264024394,5.338955282352393
HW2,HOH,611,-15.73491096848415,8.881039272823386,4.401976819027514
MW,HOH,611,-16.261966981072323,9.5652298422928,4.532577468003431
OW,HOH,612,-13.966790000000001,8.5662,3.33321
HW1,HOH,612,-13.838986928828414,8.69367230018178,2.393186276104971
HW2,HOH,612,-14.580491876239346,9.255321077445812,3.5875877022858536
MW,HOH,612,-14.028990909417757,8.670733804535432,3.2454390369147763
OW,HOH,613,-16.36311,12.87594,7.67788
HW1,HOH,613,-15.785522231032145,12.114538972109651,7.624124266666148
HW2,HOH,613,-15.839437605207545,13.599231372418684,7.333146603275752
MW,HOH,613,-16.222135412334804,12.871061504306633,7.626868583581209
OW,HOH,614,-10.242370000000001,10.25237,1.59737
HW1,HOH,614,-9.826325958040357,10.042525810504696,2.4334902770444824
HW2,HOH,614,-10.573663123842099,11.143191082167494,1.7110486939618923
MW,HOH,614,-10.231520859961128,10.33954325824825,1.7189557276134015
OW,HOH,615,-12.883700000000001,9.64929,0.99429
HW1,HOH,615,-13.466595177843143,9.56989445943581,1.7493790703656975
HW2,HOH,615,-13.361223003282245,10.206906916733862,0.3800706876135126
MW,HOH,615,-13.019446321129406,9.710508105890622,1.0123230286149691
OW,HOH,616,-9.581890000000001,12.87594,0.97713
HW1,HOH,616,-9.651680366451004,12.134724608382562,1.5787620998584122
HW2,HOH,616,-8.643008338130942,13.05472401449244,0.9244950337896986
MW,HOH,616,-9.470635828600011,12.803941997993434,1.0474082567573755
OW,HOH,617,-15.702630000000001,15.71263,1.59737
HW1,HOH,617,-16.252282354255662,15.758771906194644,0.8150699336866102
HW2,HOH,617,-16.310539131550033,15.500362182326365,2.3056165727119025
MW,HOH,617,-15.850811836162455,15.691363879021567,1.587890259363609
OW,HOH,618,-16.30571,16.31571,4.2387
HW1,HOH,618,-16.365636345518467,15.690605382762348,3.5162877753519304
HW2,HOH,618,-16.128857011813125,15.775894384190865,5.0091186437242925
MW,HOH,618,-16.290741979018502,16.1665861554074,4.2448454008392025
OW,HOH,619,-13.061300000000001,16.31571,0.99429
HW1,HOH,619,-12.87816556462006,15.387727384571273,1.1410464575755757
HW2,HOH,619,-13.372501905253728,16.635739967305746,1.8410249419344473
MW,HOH,619,-13.07769418127787,16.237884726091558,1.1214688856110189
OW,HOH,620,-16.36311,13.08906,0.97713
HW1,HOH,620,-17.316139381763083,13.172313559398344,0.9449293642332491
HW2,HOH,620,-16.03792932219497,13.948082390255173,0.7077350786994197
MW,HOH,620,-16.443482209101244,13.209682690114981,0.9385221299449856
OW,HOH,621,-1.58737,7.05763,7.05763
HW1,HOH,621,-0.6943990143293024,7.363818073802845,7.216034109830541
HW2,HOH,621,-2.1190840697650373,7.853510962371751,7.066461089859964
MW,HOH,621,-1.5411247561993848,7.19870813309327,7.079038123253068
OW,HOH,622,-0.9842900000000014,7.66071,4.4163
HW1,HOH,622,-0.04507029373870075,7.639999776969654,4.2328125665543554
HW2,HOH,622,-1.3180869787686686,8.37881274716614,3.8785844935494667
MW,HOH,622,-0.9067885864557376,7.749984657130185,4.323977322379819
OW,HOH,623,-3.3232100000000013,8.7438,3.33321
HW1,HOH,623,-2.9365189729445227,7.894382472842375,3.545792863025705
HW2,HOH,623,-2.5754339662632724,9.337311677106186,3.263910412645046
MW,HOH,623,-3.1779845288735102,8.711040963689335,3.3515519879985782
OW,HOH,624,-0.9268900000000002,4.43406,7.67788
HW1,HOH,624,-1.0795213161943908,3.4909733533966327,7.618557878365792
HW2,HOH,624,-1.045467762778312,4.6384808649071,8.605450299365565
MW,HOH,624,-0.9616080342460436,4.339501867940222,7.7890262421638745
OW,HOH,625,-3.253540000000001,3.29529,8.72984
HW1,HOH,625,-4.099651101459667,3.0403139835421364,8.361977512760557
HW2,HOH,625,-2.893336958437043,2.484039381045056,9.088103265203138
MW,HOH,625,-3.315742094147522,3.1588001266428045,8.72861118376474
OW,HOH,626,-7.04763,1.59737,7.05763
HW1,HOH,626,-6.645491358691616,0.9331570794854654,6.497858675003623
HW2,HOH,626,-6.692567153421646,1.423505721041347,7.929375269205325
MW,HOH,626,-6.950699073914546,1.4900860070660196,7.097566428824382
OW,HOH,627,-7.65071,0.99429,4.4163
HW1,HOH,627,-8.516991749112462,1.1716641496993705,4.782799326019954
HW2,HOH,627,-7.791133810554629,0.26760697122721544,3.8093084046521475
MW,HOH,627,-7.779580457539965,0.9239718360669769,4.3855140879868
OW,HOH,628,-4.4063,0.99429,7.66071
HW1,HOH,628,-5.258086501868574,0.5652365534681119,7.579405932736396
HW2,HOH,628,-3.987670909565218,0.859701494427318,6.810489347222465
MW,HOH,628,-4.461749374707694,0.9221370297904623,7.5414635969889865
OW,HOH,629,-8.7338,3.33321,3.33321
HW1,HOH,629,-8.33125332157801,3.9692225507564056,2.741874815716371
HW2,HOH,629,-8.781319394299013,2.5259399272600165,2.821073534764573
MW,HOH,629,-8.688352224228076,3.3112869709640993,3.1919523154761094
OW,HOH,630,-1.58737,1.59737,1.59737
HW1,HOH,630,-1.6469465824741203,2.514534916775025,1.8647395737322492
HW2,HOH,630,-0.6573939468890765,1.3845600060031058,1.6754208199525822
MW,HOH,630,-1.4759483663888757,1.6875359281577442,1.6415879778887084
OW,HOH,631,-0.9842900000000014,0.99429,4.2387
HW1,HOH,631,-0.3795441366848227,0.3452271139281081,4.598185636468558
HW2,HOH,631,-1.2858828208025495,1.4891496526248647,5.000526279373689
MW,HOH,631,-0.9454827530169277,0.9745501256567692,4.382241453856071
OW,HOH,632,-4.2287,0.99429,0.99429
HW1,HOH,632,-3.9338909035202985,1.2056681206751905,0.10849093704460999
HW2,HOH,632,-3.85343198313611,0.13199513348751846,1.172750922628072
MW,HOH,632,-4.142922045011648,0.9109648032222883,0.9037421840034401
OW,HOH,633,-0.9268900000000002,4.22094,0.97713
HW1,HOH,633,-0.021957407760539338,4.3647519801084504,0.7002587434924724
HW2,HOH,633,-1.3700792643879303,5.047985208557674,0.7878759074865772
MW,HOH,633,-0.8677812831017535,4.345221433541245,0.9174603315229828
OW,HOH,634,-7.04763,7.05763,1.59737
HW1,HOH,634,-7.8833942164778215,6.709344202544096,1.2868453308580496
HW2,HOH,634,-7.2889570079442425,7.710034664871792,2.254913590030505
MW,HOH,634,-7.185510671831647,7.096560884223369,1.6417926086570152
OW,HOH,635,-4.4063,7.66071,0.99429
HW1,HOH,635,-3.7177518183783773,7.206635543463237,0.508548089818882
HW2,HOH,635,-3.978219818909439,7.9561341442412825,1.7978432348617468
MW,HOH,635,-4.263358097451645,7.640400845910161,1.034973683952754
OW,HOH,636,-7.708110000000001,4.43406,0.97713
HW1,HOH,636,-7.548788695816687,3.499703790210271,0.8435718850810605
HW2,HOH,636,-7.133817040359899,4.673887069934646,1.704390741161224
MW,HOH,636,-7.614198523174511,4.345151890604477,1.0531310991811984
OW,HOH,637,-5.9148700000000005,2.73013,14.57987
HW1,HOH,637,-5.821279650753015,3.484035138848694,15.162197555629438
HW2,HOH,637,-6.168767850167403,3.1074984592496597,13.737632297600072
MW,HOH,637,-5.935391294227813,2.8749466693725503,14.546598365397456
OW,HOH,638,-5.31179,3.33321,17.2212
HW1,HOH,638,-5.116510124338337,2.7969530812433354,17.989655744755137
HW2,HOH,638,-4.7807674119219685,4.1211183556184805,17.337155346135873
MW,HOH,638,-5.218814521802093,3.3654244200928978,17.334415290053858
OW,HOH,639,-5.254390000000001,0.10656,13.95962
HW1,HOH,639,-4.902721863045857,-0.7836475056076772,13.949838271576194
HW2,HOH,639,-5.4813624930435605,0.2849717114474412,13.046994234847608
MW,HOH,639,-5.238427453126503,0.015441550531233264,13.841540711975837
OW,HOH,640,-14.569870000000002,11.38513,14.57987
HW1,HOH,640,-14.211504624444805,10.500048175611571,14.646523196775803
HW2,HOH,640,-13.870864492692164,11.897047160419033,14.172966634909683
MW,HOH,640,-14.434513769813831,11.337360420780247,14.53631387333746
OW,HOH,641,-13.966790000000001,11.98821,17.2212
HW1,HOH,641,-13.89745963742468,11.962668022845518,18.17554329066024
HW2,HOH,641,-13.836281797430637,11.080543718723735,16.946719626755883
MW,HOH,641,-13.941208252609192,11.868748083763228,17.308230655975365
OW,HOH,642,-17.2112,11.98821,13.97679
HW1,HOH,642,-16.486770163457287,12.583245430850384,14.1700963401945
HW2,HOH,642,-17.998174675893946,12.496398721375218,14.173365443961453
MW,HOH,642,-17.219206494040446,12.129436001884274,14.026699572295687
OW,HOH,643,-2.720130000000001,5.92487,14.57987
HW1,HOH,643,-3.2327763054995047,6.5355584435456455,15.109467688229003
HW2,HOH,643,-3.220398089893587,5.109121204040471,14.602515666799688
MW,HOH,643,-2.8497952634224966,5.898619800837871,14.650563812259751
OW,HOH,644,-3.3232100000000013,5.32179,17.2212
HW1,HOH,644,-2.8605162440001872,6.050549084978931,17.634782581740886
HW2,HOH,644,-4.134413307895272,5.708602347833205,16.891726458386213
MW,HOH,644,-3.3678234274103627,5.46459660276929,17.231966971911838
OW,HOH,645,-0.07880000000000109,5.32179,13.97679
HW1,HOH,645,-0.3653782287491973,5.489380384692249,13.079008150403073
HW2,HOH,645,-0.3118223012700964,4.407196048870836,14.136307790445867
MW,HOH,645,-0.14531513682286482,5.226164530898047,13.88228329327279
OW,HOH,646,-11.37513,14.57987,14.57987
HW1,HOH,646,-11.440613721704587,14.146555274508119,15.430855785347564
HW2,HOH,646,-10.451352236673976,14.81833740088017,14.502442475812378
MW,HOH,646,-11.265258007354845,14.554927191616729,14.678894790408892
OW,HOH,647,-11.97821,13.97679,17.2212
HW1,HOH,647,-11.737866365870493,14.129534149929658,16.307346758228825
HW2,HOH,647,-11.156382282953576,14.06640857111499,17.703691271740293
MW,HOH,647,-11.84223925195213,14.007815352399943,17.165980463453877
OW,HOH,648,-12.035610000000002,17.20344,13.95962
HW1,HOH,648,-11.831947820019465,17.153350543566333,14.893561980050022
HW2,HOH,648,-11.752206236686726,18.07974783447972,13.69884327793813
